h3id,avg_congested_prop,max_length,avg_speed,min_median_level,bool_highway,bool_ramps,count_highway,count_streets,count_primary,count_secondary,count_primary_street,count_primary_ramps
89a8100e56fffff,1.6859423503325943,2894,2.7164854750257192,3,0,0,0,2523,0,1,4489,0
89a8100e82fffff,10.441425120772946,1070,2.2513222878900896,2,0,0,0,47,0,0,685,0
89a8107336bffff,10.113999999999999,1060,1.983770318711476,2,0,0,0,274,0,0,189,0
89a8107140bffff,11.557142857142857,683,1.87357222953568,2,0,0,0,235,0,0,11,0
89a8100ea0fffff,1.6233256792958286,725,3.3366523988851102,3,0,0,0,2140,0,0,3726,0
89a8100e017ffff,1.9645714285714289,752,1.6123147030327951,2,0,0,0,1513,0,0,11,0
89a8100e56bffff,0.7320305480682838,813,1.4682833579225512,2,0,0,0,5209,0,0,5540,0
89a81000c6bffff,5.638176638176638,658,1.983925585726409,1,0,0,0,855,0,0,10,0
89a8100ea8fffff,2.0695046439628486,1878,1.9296144816972531,2,0,0,0,0,0,0,12116,0
89a8100eec3ffff,0.4662457503642545,654,1.8446364586382895,2,0,0,0,4640,0,0,12564,0
89a810714a3ffff,9.205387205387204,423,1.367425900418325,2,0,0,0,122,0,0,0,0
89a8103b00bffff,5.4564393939393945,1130,2.8122087517717658,2,0,0,0,638,0,0,166,0
89a81000c0bffff,3.8616438356164378,474,1.6412175369428368,2,0,0,0,535,0,0,0,0
89a8100ea23ffff,2.3181882519462134,1368,2.0368294179783337,2,0,0,0,915,0,0,6280,0
89a81000c33ffff,1.0013400335008376,1121,2.5395807279668734,2,0,0,0,4787,0,0,11254,0
89a8100e31bffff,2.527363184079602,1343,1.9407135534826023,2,0,0,0,1326,0,0,3882,0
89a8100e563ffff,2.0922232774084626,1052,2.9026478641622737,3,0,0,0,2116,0,1406,194,0
89a81071473ffff,19.096638655462183,625,1.9736539060068472,2,0,0,0,106,0,0,16,0
89a8100e803ffff,4.034318140875518,2853,2.1150029064261284,3,0,0,0,43,0,0,5339,0
89a81000c03ffff,3.9063545150501673,661,2.157565023098804,2,0,0,0,903,0,0,0,0
89a8100e303ffff,1.8512451057165231,5659,2.8702530330110028,3,0,0,0,0,0,0,17820,0
89a8100eecfffff,2.3848808253290636,3127,2.2628801380969468,3,0,0,0,3014,0,0,8984,0
89a8100eb93ffff,5.299825174825173,900,1.9750057817601359,3,0,0,0,302,0,0,660,0
89a8100c387ffff,0.18554533508541396,989,2.6009135119481765,3,0,0,0,2000,0,0,15104,0
89a8103b013ffff,1.4136810279667422,815,2.193899103141716,2,0,0,0,5833,0,0,1090,0
89a8100e557ffff,4.758661186142101,1388,2.268094643973603,2,0,0,0,744,0,0,42,0
89a8100c3c7ffff,0.4273379231210557,518,1.8079232100471847,3,0,0,0,20082,0,0,1606,0
89a8100cc93ffff,7.14984450098954,1711,3.2000731270302767,2,0,0,0,333,0,0,1166,0
89a8100e8abffff,1.0999398470396151,961,1.6250688033515772,2,0,0,0,1706,0,0,1080,0
89a810715d3ffff,5.192446633825945,828,2.355815233210876,2,0,0,0,245,0,0,1203,0
89a8107141bffff,9.459090909090909,670,2.183771287354621,2,0,0,0,178,0,0,47,0
89a8100e8afffff,10.598039215686274,1425,1.5816715081094166,3,0,0,0,63,1,0,0,0
89a810714afffff,5.213250517598343,518,2.17491347017311,2,0,0,0,644,0,0,0,0
89a8100e543ffff,3.918305084745763,901,1.6679275669857816,2,0,0,0,554,0,0,241,0
89a81071423ffff,3.2644183773216033,535,1.9377193200907123,2,0,0,0,252,0,0,27,0
89a8100eedbffff,5.6144859813084125,1811,3.5947936900890385,2,0,0,0,135,0,0,1321,0
89a8100c353ffff,2.384469696969697,809,1.0097058409672617,2,0,0,0,3131,0,0,734,0
89a8100e823ffff,1.7227220299884658,670,1.8185940018965965,2,0,0,0,2286,0,0,1073,0
89a8100ea7bffff,0.3880388968172314,706,1.3299835528322006,3,0,0,0,1995,0,0,11087,0
89a8100c3a3ffff,0.3997091033538672,1059,1.8569467312571395,2,0,0,0,19468,0,0,16336,0
89a8100eaa3ffff,1.8537617554858932,1535,2.3353509991387984,3,0,0,0,3581,0,0,7316,0
89a8100e0bbffff,2.964367210812709,1041,1.8549198203670056,2,0,0,0,468,0,0,1297,0
89a8100e8a3ffff,3.0116468039003252,5506,2.5507316702242857,3,0,0,0,0,8,0,2555,0
89a8100eb97ffff,3.463763509218055,604,1.4520796422321862,1,0,0,0,1031,0,0,238,0
89a8100eed3ffff,3.9885803851321096,1993,2.0044248265310265,2,0,0,0,1644,0,0,1709,0
89a8100e373ffff,2.1752403846153845,1213,2.387257518346156,1,0,0,0,230,0,0,6211,0
89a81000c1bffff,4.727540834845735,874,2.412745632851504,2,0,0,0,832,0,0,961,0
89a8100ea03ffff,8.596955128205128,816,2.3817469744150137,3,0,0,0,433,0,0,0,0
89a8100c383ffff,0.3632142857142857,825,1.9181459835922745,3,0,0,0,1476,0,0,3600,0
89a8107142fffff,3.752715121136174,1022,2.438283197298417,2,0,0,0,413,0,0,591,0
89a8103b017ffff,4.542464878671777,968,2.8256949363611303,2,0,0,0,337,0,0,663,0
89a8103b15bffff,4.282967032967034,947,2.083135530909461,2,0,0,0,1288,0,0,0,0
89a8100e363ffff,1.7471111111111113,631,1.508210718189999,1,0,0,0,3067,0,0,332,0
89a8100e9cfffff,7.2333333333333325,2969,2.7559402769967996,1,0,0,0,1492,378,0,6,0
89a8103b08fffff,6.5989417989418,232,1.1782188678863967,1,0,0,0,137,0,0,66,0
89a81000c07ffff,3.1741335587489434,564,1.9981637987759684,2,0,0,0,1958,0,0,0,0
89a8100eb53ffff,4.1751732829237564,1518,1.3353077891695124,1,0,0,0,364,0,0,10,0
89a8103b1dbffff,5.829639889196676,2163,1.0929621344064624,3,1,0,2,450,0,0,114,0
89a81071487ffff,4.7839464882943155,546,1.7917305837595725,1,0,0,0,444,0,0,0,0
89a8100c3d3ffff,1.5347721822541966,564,2.0243684076460826,3,0,0,0,486,0,0,2688,0
89a8100ea33ffff,2.1126914660831506,2008,1.9071543873925518,3,0,0,0,70,0,0,4912,0
89a81000c73ffff,3.4688995215311005,446,1.9407961240615839,2,0,0,0,489,0,0,0,0
89a8100e817ffff,5.1297202797202806,2097,1.5844672222092309,1,0,0,0,167,0,0,2223,0
89a8100cc83ffff,1.3773946360153255,1476,2.1224191981693963,1,0,0,0,2306,0,0,1448,0
89a8100ee5bffff,1.2048457192524988,2368,2.0192495430879083,2,0,0,0,551,0,0,13055,0
89a8100e9c7ffff,3.5156218368310954,3907,3.5416865050127564,1,0,0,0,227,82,0,2138,0
89a8100e867ffff,1.8712855553789929,694,1.3944016066354454,2,0,0,0,287,0,0,1633,0
89a810714b3ffff,2.761789013125912,832,2.171317863204415,2,0,0,0,1127,0,0,0,0
89a8100e91bffff,3.1894827586206898,4463,3.5328388891819684,1,0,0,0,51,398,0,2345,0
89a8100c3b3ffff,1.2084444444444444,1181,1.8220901864917736,3,0,0,0,2709,0,0,5229,0
89a8100c3abffff,0.8230166503428011,1079,2.508385375759828,2,0,0,0,185,0,0,16456,0
89a8100e94bffff,2.9992198470900293,997,1.7158440307771374,1,0,0,0,890,0,0,1627,0
89a8100c307ffff,5.361177170035671,898,1.7856438946450781,3,0,0,0,1401,0,0,0,0
89a8100e08fffff,1.8485067873303167,755,1.8134157638588595,2,0,0,0,461,0,0,938,0
89a8100c397ffff,0.2513961528233313,425,1.6170989561241045,3,0,0,0,0,0,0,11242,0
89a8103b00fffff,483.95726495726495,16811,6.911555472068293,2,0,0,0,0,62,0,4,0
89a8100e3b7ffff,4.826488095238097,1218,2.330903968780273,2,0,0,0,2079,0,0,830,0
89a81000c37ffff,6.85326797385621,1026,2.586123307249301,1,0,0,0,272,0,0,773,0
89a8100e877ffff,1.9912536443148687,1672,1.6682717620306626,2,0,0,0,1297,0,0,3717,0
89a8100e9d3ffff,1.7818552497451583,473,1.6987260415581824,1,0,0,0,1908,0,0,120,0
89a8100e0a3ffff,1.5551128818061088,1044,1.6999290195639056,2,0,0,0,3354,0,0,2668,0
89a81071093ffff,1.4621098626716604,1713,3.685860700338538,2,0,0,0,251,0,0,4507,0
89a8100e83bffff,3.315315315315315,2376,1.8200667453957813,2,0,0,0,772,0,0,1079,0
89a81000c7bffff,4.359389671361503,1528,2.1110061862252576,1,0,0,0,1756,0,0,137,0
89a8107143bffff,8.656862745098039,548,1.8569246243725408,2,0,0,0,119,0,0,18,0
89a8103b077ffff,5.226851009641623,1586,3.204902472930843,2,0,0,0,0,1676,0,1387,0
89a810714a7ffff,3.1523349436392922,447,2.1070142355883283,2,0,0,0,1478,0,0,0,0
89a8100e33bffff,0.6861862621154656,4769,2.808379630185508,2,0,0,0,0,0,0,7870,0
89a81000c13ffff,5.957142857142856,420,1.569651695857053,2,0,0,0,231,0,0,0,0
89a81000c47ffff,5.5083056478405314,793,2.521827576214337,2,0,0,0,521,0,0,38,0
89a81000cabffff,4.03520491063369,1055,2.0263965731569518,2,0,0,0,1419,0,0,725,0
89a8100ea67ffff,2.5223730517848164,437,2.519445635418463,3,0,0,0,128,0,0,1678,0
89a8100e0b7ffff,1.8047325102880656,1802,1.781606151173461,2,0,0,0,5833,0,78,145,0
89a8100eaabffff,3.0796680497925317,1736,1.2685831588294432,2,0,0,0,3065,0,0,215,0
